,areacode_s,areaname_s,garea_large.areacode_l,garea_large.areaname_l,garea_middle.areacode_m,garea_middle.areaname_m,pref.pref_code,pref.pref_name
962,AREAS7262,美作・奈義・勝央,AREAL7206,美作・奈義・勝央,AREAM7262,美作・奈義・勝央,PREF33,岡山県
963,AREAS7272,新見・真庭,AREAL7207,新見・真庭,AREAM7272,新見・真庭,PREF33,岡山県
964,AREAS7435,下関駅周辺,AREAL7403,下関,AREAM7437,下関,PREF35,山口県
965,AREAS7437,その他下関,AREAL7403,下関,AREAM7437,下関,PREF35,山口県
966,AREAS7432,宇部,AREAL7408,宇部・山陽小野田,AREAM7432,宇部,PREF35,山口県
967,AREAS7427,山陽小野田,AREAL7408,宇部・山陽小野田,AREAM7427,山陽小野田,PREF35,山口県
968,AREAS7422,萩,AREAL7402,萩・美祢,AREAM7422,萩,PREF35,山口県
969,AREAS7426,美祢,AREAL7402,萩・美祢,AREAM7426,美祢,PREF35,山口県
970,AREAS7425,長門,AREAL7407,長門,AREAM7425,長門,PREF35,山口県
971,AREAS7412,山口市,AREAL7401,山口市,AREAM7412,山口市,PREF35,山口県
972,AREAS7433,防府,AREAL7405,防府,AREAM7435,防府,PREF35,山口県
973,AREAS7434,周南,AREAL7406,周南・下松,AREAM7436,周南,PREF35,山口県
974,AREAS7424,下松,AREAL7406,周南・下松,AREAM7424,下松,PREF35,山口県
975,AREAS7402,岩国,AREAL7400,岩国,AREAM7402,岩国,PREF35,山口県
976,AREAS7423,光市・柳井・周防大島,AREAL7404,光市・柳井・周防大島,AREAM7423,光市・柳井・周防大島,PREF35,山口県
977,AREAS7152,松江駅周辺,AREAL7150,松江,AREAM7152,松江,PREF32,島根県
978,AREAS7153,その他松江,AREAL7150,松江,AREAM7152,松江,PREF32,島根県
979,AREAS7436,出雲,AREAL7153,出雲,AREAM7438,出雲,PREF32,島根県
980,AREAS7154,雲南・飯南・奥出雲,AREAL7154,雲南・飯南・奥出雲,AREAM7154,雲南・飯南・奥出雲,PREF32,島根県
981,AREAS7155,安来,AREAL7155,安来,AREAM7155,安来,PREF32,島根県
982,AREAS7156,大田・美郷・邑南,AREAL7156,大田・美郷・邑南,AREAM7156,大田・美郷・邑南,PREF32,島根県
983,AREAS7172,浜田・江津,AREAL7152,浜田・江津,AREAM7172,浜田・江津,PREF32,島根県
984,AREAS7157,津和野・益田・吉賀,AREAL7157,津和野・益田・吉賀,AREAM7157,津和野・益田・吉賀,PREF32,島根県
985,AREAS7162,隠岐,AREAL7151,隠岐,AREAM7162,隠岐,PREF32,島根県
986,AREAS7102,鳥取駅周辺,AREAL7100,鳥取市,AREAM7102,鳥取市,PREF31,鳥取県
987,AREAS7142,その他鳥取市,AREAL7100,鳥取市,AREAM7102,鳥取市,PREF31,鳥取県
988,AREAS7132,八頭・若桜・智頭,AREAL7102,八頭・若桜・智頭,AREAM7132,八頭・若桜・智頭,PREF31,鳥取県
989,AREAS7112,倉吉・湯梨浜・琴浦,AREAL7101,倉吉・湯梨浜・琴浦,AREAM7112,倉吉・湯梨浜・琴浦,PREF31,鳥取県
990,AREAS7103,朝日町,AREAL7103,米子,AREAM7103,米子,PREF31,鳥取県
991,AREAS7113,その他米子,AREAL7103,米子,AREAM7103,米子,PREF31,鳥取県
992,AREAS7104,境港,AREAL7104,境港,AREAM7104,境港,PREF31,鳥取県
993,AREAS7105,大山・伯耆・南部,AREAL7105,大山・伯耆・南部,AREAM7105,大山・伯耆・南部,PREF31,鳥取県
994,AREAS7106,日南・日野・江府,AREAL7106,日南・日野・江府,AREAM7106,日南・日野・江府,PREF31,鳥取県
995,AREAS7806,伊予・砥部,AREAL7803,伊予・砥部,AREAM7803,伊予・砥部,PREF38,愛媛県
996,AREAS7812,今治,AREAL7805,今治,AREAM7812,今治,PREF38,愛媛県
997,AREAS7821,鬼北,AREAL7802,鬼北・宇和島・愛南,AREAM7821,鬼北,PREF38,愛媛県
998,AREAS7822,宇和島,AREAL7802,鬼北・宇和島・愛南,AREAM7822,宇和島,PREF38,愛媛県
999,AREAS7600,東新町・秋田町・紺屋町,AREAL7600,徳島市,AREAM7602,徳島市,PREF36,徳島県
1000,AREAS7602,徳島駅周辺,AREAL7600,徳島市,AREAM7602,徳島市,PREF36,徳島県
1001,AREAS7601,その他徳島市,AREAL7600,徳島市,AREAM7602,徳島市,PREF36,徳島県
1002,AREAS7603,美馬・吉野川・石井,AREAL7602,美馬・吉野川・石井,AREAM7603,美馬・吉野川・石井,PREF36,徳島県
1003,AREAS7604,三好,AREAL7603,三好,AREAM7604,三好,PREF36,徳島県
1004,AREAS7605,小松島,AREAL7604,小松島,AREAM7605,小松島,PREF36,徳島県
1005,AREAS7923,鳴門,AREAL7923,鳴門,AREAM7923,鳴門,PREF36,徳島県
1006,AREAS7925,阿波,AREAL7924,阿波,AREAM7925,阿波,PREF36,徳島県
1007,AREAS7612,阿南,AREAL7601,阿南,AREAM7612,阿南,PREF36,徳島県
1008,AREAS7607,那賀・勝浦,AREAL7607,那賀・勝浦,AREAM7607,那賀・勝浦,PREF36,徳島県
1009,AREAS7608,美波・牟岐・海陽,AREAL7608,美波・牟岐・海陽,AREAM7608,美波・牟岐・海陽,PREF36,徳島県
1010,AREAS7802,松山駅周辺,AREAL7800,松山,AREAM7802,松山,PREF38,愛媛県
1011,AREAS7803,大街道・銀天街,AREAL7800,松山,AREAM7802,松山,PREF38,愛媛県
1012,AREAS7804,道後温泉周辺,AREAL7800,松山,AREAM7802,松山,PREF38,愛媛県
1013,AREAS7805,その他松山,AREAL7800,松山,AREAM7802,松山,PREF38,愛媛県
1014,AREAS7807,久万高原・東温,AREAL7804,久万高原・東温,AREAM7804,久万高原・東温,PREF38,愛媛県
1015,AREAS7808,西条,AREAL7801,西条・新居浜・四国中央,AREAM7805,西条,PREF38,愛媛県
1016,AREAS7924,新居浜,AREAL7801,西条・新居浜・四国中央,AREAM7924,新居浜,PREF38,愛媛県
1017,AREAS7809,四国中央,AREAL7801,西条・新居浜・四国中央,AREAM7806,四国中央,PREF38,愛媛県
1018,AREAS7810,八幡浜・大洲・西予,AREAL7806,八幡浜・大洲・西予,AREAM7807,八幡浜・大洲・西予,PREF38,愛媛県
1019,AREAS7700,瓦町駅周辺,AREAL7700,高松,AREAM7702,高松,PREF37,香川県
1020,AREAS7701,丸亀町商店街・高松ライオン通り,AREAL7700,高松,AREAM7702,高松,PREF37,香川県
1021,AREAS7702,高松駅周辺,AREAL7700,高松,AREAM7702,高松,PREF37,香川県
1022,AREAS7703,その他高松,AREAL7700,高松,AREAM7702,高松,PREF37,香川県
1023,AREAS7712,三木・さぬき・東かがわ,AREAL7701,三木・さぬき・東かがわ,AREAM7712,三木・さぬき・東かがわ,PREF37,香川県
1024,AREAS7704,三豊・観音寺,AREAL7704,三豊・観音寺,AREAM7703,三豊・観音寺,PREF37,香川県
1025,AREAS7722,坂出,AREAL7702,坂出・丸亀・善通寺,AREAM7722,坂出,PREF37,香川県
1026,AREAS7705,丸亀,AREAL7702,坂出・丸亀・善通寺,AREAM7704,丸亀,PREF37,香川県
1027,AREAS7706,多度津・善通寺・琴平,AREAL7702,坂出・丸亀・善通寺,AREAM7705,多度津・善通寺・琴平,PREF37,香川県
1028,AREAS7707,綾川・まんのう,AREAL7702,坂出・丸亀・善通寺,AREAM7706,綾川・まんのう,PREF37,香川県
1029,AREAS7732,小豆島・直島,AREAL7703,小豆島・直島,AREAM7732,小豆島・直島,PREF37,香川県
1030,AREAS7912,高知市中心部,AREAL7901,高知市,AREAM7912,高知市,PREF39,高知県
1031,AREAS7913,高知市郊外,AREAL7901,高知市,AREAM7912,高知市,PREF39,高知県
1032,AREAS7903,南国・香南・香美,AREAL7903,南国・香南・香美,AREAM7903,南国・香南・香美,PREF39,高知県
1033,AREAS7904,大豊・本山・土佐町,AREAL7904,大豊・本山・土佐町,AREAM7904,大豊・本山・土佐町,PREF39,高知県
1034,AREAS7914,土佐・須崎・いの町,AREAL7905,土佐・須崎・いの町,AREAM7914,土佐・須崎・いの町,PREF39,高知県
1035,AREAS7906,仁淀川・越知・佐川,AREAL7906,仁淀川・越知・佐川,AREAM7906,仁淀川・越知・佐川,PREF39,高知県
1036,AREAS7902,安芸・室戸,AREAL7900,安芸・室戸,AREAM7902,安芸・室戸,PREF39,高知県
1037,AREAS7907,梼原・津野・四万十町,AREAL7907,梼原・津野・四万十町,AREAM7907,梼原・津野・四万十町,PREF39,高知県
1038,AREAS7922,四万十市・土佐清水,AREAL7902,四万十市・土佐清水,AREAM7922,四万十市・土佐清水,PREF39,高知県
1039,AREAS7908,宿毛,AREAL7908,宿毛,AREAM7908,宿毛,PREF39,高知県
1040,AREAS5012,天神,AREAL5010,天神・親富孝,AREAM5012,天神,PREF40,福岡県
1041,AREAS5014,大名,AREAL5011,大名・赤坂・今泉,AREAM5014,大名,PREF40,福岡県
1042,AREAS5016,赤坂,AREAL5011,大名・赤坂・今泉,AREAM5016,赤坂,PREF40,福岡県
1043,AREAS5022,今泉,AREAL5011,大名・赤坂・今泉,AREAM5022,今泉,PREF40,福岡県
1044,AREAS5024,警固,AREAL5020,警固・薬院,AREAM5024,警固,PREF40,福岡県
1045,AREAS5026,薬院,AREAL5020,警固・薬院,AREAM5026,薬院,PREF40,福岡県
1046,AREAS5032,親富孝,AREAL5010,天神・親富孝,AREAM5032,親富孝,PREF40,福岡県
1047,AREAS5040,博多駅博多口,AREAL5040,博多,AREAM5042,博多,PREF40,福岡県
1048,AREAS5041,竹下・南福岡,AREAL5040,博多,AREAM5042,博多,PREF40,福岡県
1049,AREAS5042,博多駅筑紫口,AREAL5040,博多,AREAM5042,博多,PREF40,福岡県
1050,AREAS5066,福岡空港周辺,AREAL5040,博多,AREAM5042,博多,PREF40,福岡県
1051,AREAS5072,高宮・野間,AREAL5070,福岡市南区・大橋,AREAM5072,高宮・野間,PREF40,福岡県
1052,AREAS5076,平尾・清川,AREAL5020,警固・薬院,AREAM5076,平尾・清川,PREF40,福岡県
1053,AREAS5092,百道・藤崎,AREAL5090,西新・百道,AREAM5092,百道・藤崎,PREF40,福岡県
1054,AREAS5094,ヤフードーム周辺,AREAL5090,西新・百道,AREAM5094,ヤフードーム周辺,PREF40,福岡県
1055,AREAS5096,西新,AREAL5090,西新・百道,AREAM5096,西新,PREF40,福岡県
1056,AREAS5098,福岡市早良区,AREAL5091,福岡市早良区,AREAM5098,福岡市早良区,PREF40,福岡県
1057,AREAS5136,八幡西区・東区,AREAL5130,北九州,AREAM5136,八幡西区・東区,PREF40,福岡県
1058,AREAS5137,その他北九州市,AREAL5130,北九州,AREAM5137,その他北九州市,PREF40,福岡県
1059,AREAS5144,久留米,AREAL5151,久留米,AREAM5144,久留米,PREF40,福岡県
1060,AREAS5434,柳川,AREAL5435,大牟田・柳川,AREAM5435,柳川,PREF40,福岡県
1061,AREAS5435,大牟田,AREAL5435,大牟田・柳川,AREAM5436,大牟田,PREF40,福岡県
1062,AREAS5440,太宰府・二日市,AREAL5154,春日・太宰府・筑紫野,AREAM5434,太宰府・二日市,PREF40,福岡県
1063,AREAS5064,住吉・美野島,AREAL5040,博多,AREAM5042,博多,PREF40,福岡県
1064,AREAS5131,小倉駅周辺,AREAL5130,北九州,AREAM5131,小倉北区,PREF40,福岡県
1065,AREAS5132,その他小倉北区,AREAL5130,北九州,AREAM5131,小倉北区,PREF40,福岡県
1066,AREAS5074,大橋,AREAL5070,福岡市南区・大橋,AREAM5074,大橋,PREF40,福岡県
1067,AREAS5142,春日,AREAL5154,春日・太宰府・筑紫野,AREAM5142,大野城・春日,PREF40,福岡県
1068,AREAS5433,大野城,AREAL5154,春日・太宰府・筑紫野,AREAM5142,大野城・春日,PREF40,福岡県
1069,AREAS5086,その他南区,AREAL5070,福岡市南区・大橋,AREAM5086,その他南区,PREF40,福岡県
1070,AREAS5431,小倉南区,AREAL5130,北九州,AREAM5433,小倉南区,PREF40,福岡県
1071,AREAS5034,大濠,AREAL5030,大濠・六本松・桜坂,AREAM5034,大濠,PREF40,福岡県
1072,AREAS5036,六本松,AREAL5030,大濠・六本松・桜坂,AREAM5036,六本松,PREF40,福岡県
1073,AREAS5038,桜坂・小笹,AREAL5030,大濠・六本松・桜坂,AREAM5038,桜坂・小笹,PREF40,福岡県
1074,AREAS5052,中洲,AREAL5050,中洲・春吉・川端,AREAM5052,中洲,PREF40,福岡県
1075,AREAS5054,西中洲・春吉,AREAL5050,中洲・春吉・川端,AREAM5054,西中洲・春吉,PREF40,福岡県
1076,AREAS5062,川端・祇園,AREAL5050,中洲・春吉・川端,AREAM5062,川端・祇園,PREF40,福岡県
1077,AREAS5102,姪浜・小戸,AREAL5100,姪浜・福岡市西区・糸島,AREAM5102,姪浜・小戸,PREF40,福岡県
1078,AREAS5106,その他西区・糸島,AREAL5100,姪浜・福岡市西区・糸島,AREAM5106,その他西区・糸島,PREF40,福岡県
1079,AREAS5112,香椎,AREAL5110,香椎・箱崎・その他東区,AREAM5112,香椎,PREF40,福岡県
1080,AREAS5114,箱崎,AREAL5110,香椎・箱崎・その他東区,AREAM5114,箱崎,PREF40,福岡県
1081,AREAS5116,その他東区,AREAL5110,香椎・箱崎・その他東区,AREAM5116,その他東区,PREF40,福岡県
1082,AREAS5122,別府,AREAL5120,別府・その他城南区,AREAM5122,別府,PREF40,福岡県
1083,AREAS5124,その他城南区,AREAL5120,別府・その他城南区,AREAM5124,その他城南区,PREF40,福岡県
1084,AREAS5436,宗像,AREAL5155,宗像・糟屋・筑豊,AREAM5437,宗像,PREF40,福岡県
1085,AREAS5148,筑豊・糟屋郡,AREAL5155,宗像・糟屋・筑豊,AREAM5148,筑豊・糟屋郡,PREF40,福岡県
1086,AREAS5162,佐賀駅周辺,AREAL5150,佐賀市,AREAM5162,佐賀市,PREF41,佐賀県
1087,AREAS5153,その他佐賀市,AREAL5150,佐賀市,AREAM5162,佐賀市,PREF41,佐賀県
1088,AREAS5163,鳥栖・みやき・神埼,AREAL5156,鳥栖・みやき・神埼,AREAM5438,鳥栖・みやき・神埼,PREF41,佐賀県
1089,AREAS5152,伊万里・有田,AREAL5157,伊万里・有田,AREAM5152,伊万里・有田,PREF41,佐賀県
1090,AREAS5437,唐津・呼子・玄海,AREAL5152,唐津・呼子・玄海,AREAM5439,唐津・呼子・玄海,PREF41,佐賀県
1091,AREAS5150,多久・小城,AREAL5158,多久・小城,AREAM5150,多久・小城,PREF41,佐賀県
1092,AREAS5154,武雄,AREAL5153,武雄,AREAM5153,武雄,PREF41,佐賀県
1093,AREAS5151,嬉野・鹿島・太良,AREAL5159,嬉野・鹿島・太良,AREAM5151,嬉野・鹿島・太良,PREF41,佐賀県
1094,AREAS5155,白石・大町・江北町,AREAL5160,白石・大町・江北町,AREAM5157,白石・大町・江北町,PREF41,佐賀県
1095,AREAS5203,観光通り・思案橋・正覚寺下,AREAL5200,長崎市,AREAM5202,長崎市,PREF42,長崎県
1096,AREAS5204,住吉・昭和町通り・若葉町,AREAL5200,長崎市,AREAM5202,長崎市,PREF42,長崎県
1097,AREAS5202,長崎県庁・市役所・長崎駅,AREAL5200,長崎市,AREAM5202,長崎市,PREF42,長崎県
1098,AREAS5205,その他長崎市,AREAL5200,長崎市,AREAM5202,長崎市,PREF42,長崎県
1099,AREAS5206,西海,AREAL5205,西海,AREAM5203,西海,PREF42,長崎県
1100,AREAS5207,時津・長与,AREAL5206,時津・長与,AREAM5204,時津・長与,PREF42,長崎県
1101,AREAS5208,雲仙,AREAL5207,雲仙・島原・南島原,AREAM5205,雲仙,PREF42,長崎県
1102,AREAS5209,島原・南島原,AREAL5207,雲仙・島原・南島原,AREAM5206,島原・南島原,PREF42,長崎県
1103,AREAS5210,諫早,AREAL5201,諫早・大村,AREAM5207,諫早,PREF42,長崎県
1104,AREAS5212,大村,AREAL5201,諫早・大村,AREAM5212,大村,PREF42,長崎県
1105,AREAS5222,京町通り・佐世保駅周辺,AREAL5202,佐世保,AREAM5222,佐世保,PREF42,長崎県
1106,AREAS5211,その他佐世保,AREAL5202,佐世保,AREAM5222,佐世保,PREF42,長崎県
1107,AREAS5213,波佐見・川棚,AREAL5209,波佐見・川棚,AREAM5208,波佐見・川棚,PREF42,長崎県
1108,AREAS5214,平戸・松浦,AREAL5210,平戸・松浦,AREAM5209,平戸・松浦,PREF42,長崎県
1109,AREAS5232,五島,AREAL5203,五島,AREAM5232,五島,PREF42,長崎県
1110,AREAS5242,壱岐,AREAL5204,壱岐・対馬,AREAM5242,壱岐,PREF42,長崎県
1111,AREAS5215,対馬,AREAL5204,壱岐・対馬,AREAM5210,対馬,PREF42,長崎県
1112,AREAS5252,上通り・並木坂,AREAL5250,熊本市,AREAM5252,熊本市,PREF43,熊本県
1113,AREAS5253,下通り・銀座通り,AREAL5250,熊本市,AREAM5252,熊本市,PREF43,熊本県
1114,AREAS5254,新市街・辛島町,AREAL5250,熊本市,AREAM5252,熊本市,PREF43,熊本県
1115,AREAS5255,熊本駅周辺,AREAL5250,熊本市,AREAM5252,熊本市,PREF43,熊本県
1116,AREAS5256,その他熊本市,AREAL5250,熊本市,AREAM5252,熊本市,PREF43,熊本県
1117,AREAS5262,荒尾・玉名・長洲,AREAL5251,荒尾・玉名・長洲,AREAM5262,荒尾・玉名・長洲,PREF43,熊本県
1118,AREAS5257,山鹿・大津・菊陽,AREAL5256,山鹿・大津・菊陽,AREAM5253,山鹿・大津・菊陽,PREF43,熊本県
1119,AREAS5258,西原・益城・御船,AREAL5257,西原・益城・御船,AREAM5254,西原・益城・御船,PREF43,熊本県
1120,AREAS5266,宇土・宇城・美里,AREAL5253,宇土・宇城・美里,AREAM5266,宇土・宇城・美里,PREF43,熊本県
1121,AREAS5259,水俣・芦北・津奈木,AREAL5258,水俣・芦北・津奈木,AREAM5255,水俣・芦北・津奈木,PREF43,熊本県
1122,AREAS5264,小国・阿蘇・南阿蘇,AREAL5252,小国・阿蘇・南阿蘇,AREAM5264,小国・阿蘇・南阿蘇,PREF43,熊本県
1123,AREAS5270,上天草・天草・苓北,AREAL5255,上天草・天草・苓北,AREAM5270,上天草・天草・苓北,PREF43,熊本県
1124,AREAS5268,人吉・球磨・錦町,AREAL5254,人吉・球磨・錦町,AREAM5268,人吉・球磨・錦町,PREF43,熊本県
1125,AREAS5301,都町,AREAL5300,大分市,AREAM5302,大分市,PREF44,大分県
1126,AREAS5307,府内町,AREAL5300,大分市,AREAM5302,大分市,PREF44,大分県
1127,AREAS5308,その他大分市,AREAL5300,大分市,AREAM5302,大分市,PREF44,大分県
1128,AREAS5304,臼杵・津久見,AREAL5304,臼杵・津久見,AREAM5304,臼杵・津久見,PREF44,大分県
1129,AREAS5302,別府,AREAL5302,別府・湯布院・杵築,AREAM5308,別府,PREF44,大分県
1130,AREAS5438,湯布院,AREAL5302,別府・湯布院・杵築,AREAM5444,湯布院,PREF44,大分県
1131,AREAS5303,杵築,AREAL5302,別府・湯布院・杵築,AREAM5303,杵築,PREF44,大分県
1132,AREAS5312,佐伯,AREAL5301,佐伯,AREAM5312,佐伯,PREF44,大分県
1133,AREAS5305,豊後大野,AREAL5305,豊後大野,AREAM5305,豊後大野,PREF44,大分県
1134,AREAS5306,竹田,AREAL5306,竹田,AREAM5306,竹田,PREF44,大分県
1135,AREAS5322,日田,AREAL5307,日田・玖珠・九重,AREAM5322,日田,PREF44,大分県
1136,AREAS5323,玖珠・九重,AREAL5307,日田・玖珠・九重,AREAM5323,玖珠・九重,PREF44,大分県
1137,AREAS5332,中津,AREAL5303,中津・宇佐・豊後高田,AREAM5332,中津,PREF44,大分県
1138,AREAS5333,宇佐,AREAL5303,中津・宇佐・豊後高田,AREAM5333,宇佐,PREF44,大分県
1139,AREAS5334,豊後高田・国東,AREAL5303,中津・宇佐・豊後高田,AREAM5334,豊後高田・国東,PREF44,大分県
1140,AREAS5352,宮崎市中心部,AREAL5350,宮崎市,AREAM5352,宮崎市,PREF45,宮崎県
1141,AREAS5353,宮崎市郊外,AREAL5350,宮崎市,AREAM5352,宮崎市,PREF45,宮崎県
1142,AREAS5358,小林・えびの・高原町,AREAL5353,小林・えびの・高原町,AREAM5358,小林・えびの・高原町,PREF45,宮崎県
1143,AREAS5364,都城・三股,AREAL5354,都城・三股,AREAM5364,都城・三股,PREF45,宮崎県
1144,AREAS5354,日南・串間,AREAL5351,日南・串間,AREAM5354,日南・串間,PREF45,宮崎県
1145,AREAS5355,延岡,AREAL5355,延岡・日向・門川,AREAM5355,延岡,PREF45,宮崎県
1146,AREAS5359,日向・門川,AREAL5355,延岡・日向・門川,AREAM5359,日向・門川,PREF45,宮崎県
1147,AREAS5362,高鍋・西都・都農,AREAL5352,高鍋・西都・都農,AREAM5362,高鍋・西都・都農,PREF45,宮崎県
1148,AREAS5356,五ヶ瀬・高千穂・日之影,AREAL5356,五ヶ瀬・高千穂・日之影,AREAM5356,五ヶ瀬・高千穂・日之影,PREF45,宮崎県
1149,AREAS5357,美郷・椎葉・西米良,AREAL5357,美郷・椎葉・西米良,AREAM5357,美郷・椎葉・西米良,PREF45,宮崎県
1150,AREAS5410,天文館・文化通り・ベイサイド,AREAL5400,鹿児島市,AREAM5402,鹿児島市,PREF46,鹿児島県
1151,AREAS5402,鹿児島中央駅周辺,AREAL5400,鹿児島市,AREAM5402,鹿児島市,PREF46,鹿児島県
1152,AREAS5411,騎射場・荒田・鹿児島大学,AREAL5400,鹿児島市,AREAM5402,鹿児島市,PREF46,鹿児島県
1153,AREAS5414,与次郎・郡元,AREAL5400,鹿児島市,AREAM5402,鹿児島市,PREF46,鹿児島県
1154,AREAS5415,その他鹿児島市,AREAL5400,鹿児島市,AREAM5402,鹿児島市,PREF46,鹿児島県
1155,AREAS5404,いちき串木野・日置,AREAL5404,いちき串木野・日置,AREAM5404,いちき串木野・日置,PREF46,鹿児島県
1156,AREAS5405,枕崎・南さつま,AREAL5405,枕崎・南さつま・指宿,AREAM5405,枕崎・南さつま,PREF46,鹿児島県
1157,AREAS5403,指宿・南九州,AREAL5405,枕崎・南さつま・指宿,AREAM5403,指宿・南九州,PREF46,鹿児島県
1158,AREAS5439,さつま・薩摩川内・姶良,AREAL5406,霧島・薩摩川内・姶良,AREAM5445,さつま・薩摩川内・姶良,PREF46,鹿児島県
1159,AREAS5406,霧島・湧水,AREAL5406,霧島・薩摩川内・姶良,AREAM5406,霧島・湧水,PREF46,鹿児島県
1160,AREAS5407,阿久根・出水・伊佐,AREAL5407,阿久根・出水・伊佐,AREAM5407,阿久根・出水・伊佐,PREF46,鹿児島県
1161,AREAS5408,志布志・曽於・大崎,AREAL5408,志布志・曽於・大崎,AREAM5408,志布志・曽於・大崎,PREF46,鹿児島県
1162,AREAS5412,鹿屋・垂水,AREAL5401,鹿屋・垂水・肝付,AREAM5412,鹿屋・垂水,PREF46,鹿児島県
1163,AREAS5413,肝付・錦江・南大隅,AREAL5401,鹿屋・垂水・肝付,AREAM5413,肝付・錦江・南大隅,PREF46,鹿児島県
1164,AREAS5422,種子島,AREAL5402,種子島・屋久島,AREAM5422,種子島,PREF46,鹿児島県
1165,AREAS5430,屋久島,AREAL5402,種子島・屋久島,AREAM5430,屋久島,PREF46,鹿児島県
1166,AREAS5432,奄美大島,AREAL5403,奄美大島・徳之島・与論,AREAM5432,奄美大島,PREF46,鹿児島県
1167,AREAS5409,徳之島・沖永良部・与論,AREAL5403,奄美大島・徳之島・与論,AREAM5409,徳之島・沖永良部・与論,PREF46,鹿児島県
1168,AREAS8102,国際通り・久茂地,AREAL8100,那覇,AREAM8102,那覇,PREF47,沖縄県
1169,AREAS8112,泉崎・壺川,AREAL8100,那覇,AREAM8102,那覇,PREF47,沖縄県
1170,AREAS8106,松山・久米・泊,AREAL8100,那覇,AREAM8102,那覇,PREF47,沖縄県
1171,AREAS8108,（那覇）新都心・おもろまち,AREAL8100,那覇,AREAM8102,那覇,PREF47,沖縄県
1172,AREAS8104,首里・識名,AREAL8100,那覇,AREAM8102,那覇,PREF47,沖縄県
1173,AREAS8110,那覇空港・小禄・国場,AREAL8100,那覇,AREAM8102,那覇,PREF47,沖縄県
1174,AREAS8406,国頭・大宜味,AREAL8400,名護・本島北部,AREAM8406,国頭・大宜味,PREF47,沖縄県
1175,AREAS8402,名護・宜野座,AREAL8400,名護・本島北部,AREAM8402,名護・宜野座,PREF47,沖縄県
1176,AREAS8404,本部・今帰仁,AREAL8400,名護・本島北部,AREAM8404,本部・今帰仁,PREF47,沖縄県
1177,AREAS8408,伊江島・伊是名・伊平屋,AREAL8400,名護・本島北部,AREAM8408,伊江島・伊是名・伊平屋,PREF47,沖縄県
1178,AREAS8302,恩納村・読谷,AREAL8200,恩納・北谷・本島中部,AREAM8302,恩納村・読谷・北谷,PREF47,沖縄県
1179,AREAS8252,北谷・嘉手納,AREAL8200,恩納・北谷・本島中部,AREAM8302,恩納村・読谷・北谷,PREF47,沖縄県
1180,AREAS8352,沖縄市・うるま市,AREAL8200,恩納・北谷・本島中部,AREAM8352,沖縄市・うるま市,PREF47,沖縄県
1181,AREAS8204,宜野湾・北中城・中城,AREAL8200,恩納・北谷・本島中部,AREAM8202,宜野湾・北中城・中城,PREF47,沖縄県
1182,AREAS8202,浦添,AREAL8200,恩納・北谷・本島中部,AREAM8603,浦添,PREF47,沖縄県
1183,AREAS8156,南風原・南城市・八重瀬,AREAL8150,糸満・本島南部,AREAM8156,南風原・南城市・八重瀬,PREF47,沖縄県
1184,AREAS8152,糸満・豊見城,AREAL8150,糸満・本島南部,AREAM8152,糸満・豊見城,PREF47,沖縄県
1185,AREAS8552,石垣島・西表島・与那国島,AREAL8450,沖縄離島,AREAM8552,石垣島・西表島・与那国島,PREF47,沖縄県
1186,AREAS8502,宮古島・伊良部島・多良間島,AREAL8450,沖縄離島,AREAM8502,宮古島・伊良部島・多良間島,PREF47,沖縄県
1187,AREAS8454,久米島・慶良間諸島,AREAL8450,沖縄離島,AREAM8454,久米島・慶良間諸島,PREF47,沖縄県
1188,AREAS8602,大東島,AREAL8450,沖縄離島,AREAM8602,大東島,PREF47,沖縄県
